Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
p1k_00319	9400090	7670246	5469	201610	0	0	0	0	59886	0	0	0	0	569637	623862	269380	81.59758044869783	9400090.0	9198480.0	97.86	201610.0	2.14	p1k_00319_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9400090.0	0.0	20-40	50.0	20.482549806343368	38.94231044596381	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	9412703	4422006	9412703	372738756	672601	366549457	1.6604924763981344	0.0403	0.4094	0.5503
p1k_00320	10765722	8786291	5311	218869	0	0	0	0	165270	0	0	0	0	598028	701968	289985	81.61357872700037	10765722.0	10546853.0	97.97	218869.0	2.03	p1k_00320_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10765722.0	0.0	20-40	50.0	19.26520934994913	38.95402352020608	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	10779956	5069471	10779956	426891701	643299	419917470	1.6337237251656014	0.0398	0.4126	0.5476
p1k_00321	12796515	10418333	5698	313457	0	0	0	0	186803	0	0	0	0	740982	609107	522135	81.41539317540753	12796515.0	12483058.0	97.55	313457.0	2.45	p1k_00321_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12796515.0	0.0	20-40	50.0	19.34043662753039	39.34174749922147	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	12815322	1665465	12815322	507316674	1701821	503585600	0.7354526652124191	0.0391	0.411	0.5499
p1k_00322	11893593	9678050	5480	272280	0	0	0	0	192318	0	0	0	0	643773	760691	341001	81.37196219847105	11893593.0	11621313.0	97.71	272280.0	2.29	p1k_00322_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11893593.0	0.0	20-40	51.0	18.242945106774528	38.95246650864882	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11911009	5067154	11911009	471517170	1582443	462957090	1.8154333595105347	0.0397	0.4091	0.5512
p1k_00323	12065303	9802839	14433	265179	0	0	0	0	179836	0	0	0	0	723533	758235	321248	81.24817917958629	12065303.0	11800124.0	97.8	265179.0	2.2	p1k_00323_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12065303.0	0.0	20-40	51.0	18.498771185543887	38.95294821854039	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	12081648	5681393	12081648	478415249	734796	470610175	1.631443399079447	0.0373	0.418	0.5447
p1k_00324	15739502	12769536	6671	342095	0	0	0	0	229475	0	0	0	0	984601	983364	423760	81.13049574249554	15739502.0	15397407.0	97.83	342095.0	2.17	p1k_00324_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15739502.0	0.0	20-40	51.0	16.5945412886221	38.95357146623826	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	15762786	6718810	15762786	624004207	2105114	612644707	1.8204204190565656	0.0378	0.4226	0.5396
p1k_00325	12540221	10190447	3168	285048	0	0	0	0	185415	0	0	0	0	851872	738490	285781	81.2621005642564	12540221.0	12255173.0	97.73	285048.0	2.27	p1k_00325_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12540221.0	0.0	20-40	49.0	18.74474786052696	38.9157705434378	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	12557614	5338082	12557614	497076460	1619322	488148110	1.796172363503192	0.0344	0.479	0.4866
p1k_00326	13944061	11779307	3970	290558	0	0	0	0	102651	0	0	0	0	856682	498747	412146	84.47544083463202	13944061.0	13653503.0	97.92	290558.0	2.08	p1k_00326_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13944061.0	0.0	20-40	52.0	16.926126118054327	39.43978393381957	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13965266	1066362	13965266	552988804	807711	550779161	0.3995818692922397	0.0262	0.4823	0.4915
p1k_00327	12675480	10315459	3872	290125	0	0	0	0	105540	0	0	0	0	908038	768450	283996	81.38121002123786	12675480.0	12385355.0	97.71	290125.0	2.29	p1k_00327_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12675480.0	0.0	20-40	49.0	20.79546456265478	38.87815293779801	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	12693186	5943737	12693186	502622675	826460	494361982	1.6435177740439189	0.0339	0.472	0.4941
p1k_00328	11377830	9001965	283366	252203	0	0	0	0	173146	0	0	0	0	725169	517962	424019	79.11846986639807	11377830.0	11125627.0	97.78	252203.0	2.22	p1k_00328_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11377830.0	0.0	20-40	50.0	19.8044064128048	39.33660645307585	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11393574	883132	11393574	451162211	669931	449340842	0.4037060187206148	0.0359	0.4515	0.5126
p1k_00329	12035471	10098293	10532	258871	0	0	0	0	152257	0	0	0	0	588742	652785	273991	83.9044271719819	12035471.0	11776600.0	97.85	258871.0	2.15	p1k_00329_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12035471.0	0.0	20-40	51.0	17.800320365486407	38.94277349012764	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	12055257	5702773	12055257	477311866	711809	469458705	1.6452892876541223	0.0327	0.4143	0.553
p1k_00330	10637706	8711367	13625	208733	0	0	0	0	160572	0	0	0	0	643377	516405	383627	81.89140591025922	10637706.0	10428973.0	98.04	208733.0	1.96	p1k_00330_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10637706.0	0.0	20-40	50.0	19.56194536566657	39.33483675897792	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	10654382	1417735	10654382	421714585	1432854	418562106	0.7475385277462007	0.04	0.4235	0.5365
p1k_00331	10303454	8403742	6323	239063	0	0	0	0	190738	0	0	0	0	645579	612119	205890	81.56237704365934	10303454.0	10064391.0	97.68	239063.0	2.32	p1k_00331_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10303454.0	0.0	20-40	49.0	19.67801373717749	38.91116775015446	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	10321668	4403301	10321668	408573815	1468166	401061840	1.8385845407151211	0.0367	0.4514	0.5119
p1k_00332	10260321	8314743	6001	263855	0	0	0	0	220092	0	0	0	0	637019	610259	208352	81.03784472240196	10260321.0	9996466.0	97.43	263855.0	2.57	p1k_00332_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10260321.0	0.0	20-40	51.0	19.46331522909644	38.93921272053769	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	10278684	4374396	10278684	406867226	1549100	399316496	1.855821633566524	0.0362	0.4486	0.5152
p1k_00333	11863638	9533399	12907	259754	0	0	0	0	310695	0	0	0	0	753327	557052	436504	80.35814140653989	11863638.0	11603884.0	97.81	259754.0	2.19	p1k_00333_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11863638.0	0.0	20-40	50.0	18.206703384162832	39.32194921996103	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11885242	933343	11885242	470557580	725578	468602261	0.4155323563165213	0.0381	0.4472	0.5147
p1k_00334	11304756	9032218	37340	267354	0	0	0	0	266537	0	0	0	0	764396	679371	257540	79.89750508547021	11304756.0	11037402.0	97.64	267354.0	2.36	p1k_00334_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11304756.0	0.0	20-40	49.0	19.170565290557352	38.90450479426535	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11324991	5329447	11324991	448383231	706153	440965180	1.6543997382453404	0.0384	0.4561	0.5054
p1k_00335	11335334	9197769	12369	272034	0	0	0	0	187250	0	0	0	0	717917	681274	266721	81.14246126316172	11335334.0	11063300.0	97.6	272034.0	2.4	p1k_00335_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11335334.0	0.0	20-40	49.0	18.922978173821555	38.90501056254716	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11356212	5358014	11356212	449602709	692935	442166507	1.653949553938297	0.0393	0.4487	0.512
p1k_00336	11738874	9525853	18155	284104	0	0	0	0	224022	0	0	0	0	708796	548946	428998	81.14792781658615	11738874.0	11454770.0	97.58	284104.0	2.42	p1k_00336_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11738874.0	0.0	20-40	50.0	18.87004754934375	39.32516227706337	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11759777	1584084	11759777	465458785	1738271	461796897	0.7867265841808099	0.0379	0.446	0.5161
p1k_00337	11675169	9413975	8036	279130	0	0	0	0	199500	0	0	0	0	946481	624003	204044	80.63245165872974	11675169.0	11396039.0	97.61	279130.0	2.39	p1k_00337_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11675169.0	0.0	20-40	51.0	17.71164572184003	38.933428030035365	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11697060	5490208	11697060	463066717	715345	455401070	1.655408760461616	0.0313	0.5266	0.442
p1k_00338	9622239	7787490	8924	225163	0	0	0	0	119607	0	0	0	0	792229	519781	169045	80.93220299350287	9622239.0	9397076.0	97.66	225163.0	2.34	p1k_00338_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9622239.0	0.0	20-40	51.0	19.119973596753056	38.927280230723845	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	9639392	4096278	9639392	381546052	1445308	374517108	1.8422268984714851	0.0341	0.53	0.4359
p1k_00339	10447942	8419473	6675	244465	0	0	0	0	218203	0	0	0	0	763037	587065	209024	80.5849898477614	10447942.0	10203477.0	97.66	244465.0	2.34	p1k_00339_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10447942.0	0.0	20-40	49.0	19.419441784419668	38.90911301000714	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	10467069	4452720	10467069	414311884	1551251	406672312	1.843918143559696	0.0353	0.4922	0.4726
p1k_00340	12381119	10056607	13996	267509	0	0	0	0	143631	0	0	0	0	1011761	666930	220685	81.22534804810454	12381119.0	12113610.0	97.84	267509.0	2.16	p1k_00340_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12381119.0	0.0	20-40	49.0	18.13569634666698	38.91493458709184	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	12403465	5826110	12403465	491054276	731623	482969560	1.646399674157404	0.033	0.5054	0.4617
p1k_00341	14156482	11638842	628	311942	0	0	0	0	115814	0	0	0	0	903290	648010	537956	82.21563803775543	14156482.0	13844540.0	97.8	311942.0	2.2	p1k_00341_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14156482.0	0.0	20-40	51.0	18.554843961553388	39.5419366195641	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	14182130	4345116	14182130	567285200	2079969	559475907	1.3766079213771134	0.0378	0.4136	0.5486
p1k_00342	12694918	10364054	774	216633	0	0	0	0	124584	0	0	0	0	856149	676368	456356	81.63939302325545	12694918.0	12478285.0	98.29	216633.0	1.71	p1k_00342_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12694918.0	0.0	20-40	49.0	18.10243998234108	39.43833028303137	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	12723542	4444360	12723542	508941680	801206	502433639	1.2787400316672826	0.0406	0.4135	0.546
p1k_00343	11360171	9328861	693	213862	0	0	0	0	55196	0	0	0	0	739999	611648	409912	82.11901915913062	11360171.0	11146309.0	98.12	213862.0	1.88	p1k_00343_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11360171.0	0.0	20-40	49.0	19.454166987731156	39.42786054893012	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11382061	3833727	11382061	455282440	1831847	448080683	1.5818218247117106	0.0397	0.407	0.5533
p1k_00344	11514559	9395050	7028	215686	0	0	0	0	112457	0	0	0	0	771291	559048	453999	81.59279048376928	11514559.0	11298873.0	98.13	215686.0	1.87	p1k_00344_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11514559.0	0.0	20-40	51.0	19.51284456448406	39.54286178046419	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11535668	3532451	11535668	461426720	1690456	455070991	1.3774080963495134	0.0407	0.4075	0.5518
p1k_00345	13647334	11145256	1174	362307	0	0	0	0	110674	0	0	0	0	838334	726727	462862	81.66617743802563	13647334.0	13285027.0	97.35	362307.0	2.65	p1k_00345_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13647334.0	0.0	20-40	49.0	19.463326030781143	39.431330837217	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13670443	4771511	13670443	546817720	892475	539789223	1.2853455078229723	0.0417	0.4102	0.5482
p1k_00346	13454080	11107139	39015	245150	0	0	0	0	117896	0	0	0	0	791835	625574	527471	82.55591612358482	13454080.0	13208930.0	98.18	245150.0	1.82	p1k_00346_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13454080.0	0.0	20-40	51.0	18.355380321164915	39.54175707294739	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13478028	3923348	13478028	539121120	861491	532941376	1.1462626431700542	0.037	0.4032	0.5597
p1k_00347	13503944	11357403	4408	189563	0	0	0	0	117791	0	0	0	0	691516	609261	534002	84.10434018387517	13503944.0	13314381.0	98.6	189563.0	1.4	p1k_00347_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13503944.0	0.0	20-40	51.0	18.12853482736315	39.54069137135048	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13526565	4095729	13526565	541062600	1925778	533735925	1.3541270455581291	0.0361	0.4021	0.5618
p1k_00348	13830636	11491648	786	202015	0	0	0	0	128050	0	0	0	0	799165	641800	567172	83.08835544511474	13830636.0	13628621.0	98.54	202015.0	1.46	p1k_00348_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13830636.0	0.0	20-40	51.0	17.91848808406234	39.54057152541648	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13851635	4200299	13851635	554065400	1889929	546621379	1.3435274969344773	0.0359	0.4116	0.5524
p1k_00349	9348263	7536955	85	179401	0	0	0	0	180610	0	0	0	0	619760	437381	394071	80.62412236369472	9348263.0	9168862.0	98.08	179401.0	1.92	p1k_00349_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9348263.0	0.0	20-40	49.0	18.638652294736264	39.53511951899513	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	9365861	2852874	9365861	374634440	1149127	369713259	1.313595461218141	0.0391	0.4402	0.5207
p1k_00350	8806983	7099357	370	207826	0	0	0	0	155451	0	0	0	0	555319	417696	370964	80.61054506407018	8806983.0	8599157.0	97.64	207826.0	2.36	p1k_00350_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8806983.0	0.0	20-40	49.0	19.44379438530166	39.53552550288788	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	8823947	2698698	8823947	352957880	1086824	348312120	1.3162363735865594	0.0406	0.4349	0.5245
p1k_00351	8207460	6320203	218722	244279	0	0	0	0	114054	0	0	0	0	617482	366321	326399	77.00559003638153	8207460.0	7963181.0	97.02	244279.0	2.98	p1k_00351_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8207460.0	0.0	20-40	51.0	20.48428910324704	39.57385878213236	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	8220598	2521285	8220598	328823920	913880	324574604	1.2922770338605538	0.0405	0.4212	0.5383
p1k_00352	8423964	6731167	6668	152620	0	0	0	0	148586	0	0	0	0	611242	441382	332299	79.90498297476105	8423964.0	8271344.0	98.19	152620.0	1.81	p1k_00352_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8423964.0	0.0	20-40	51.0	20.458079689145148	39.51372002539422	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	8441904	2966180	8441904	337676160	291813	333568123	1.2165611572934256	0.0419	0.4285	0.5296
p1k_00353	9272073	7496848	482	119679	0	0	0	0	132030	0	0	0	0	722286	460834	339914	80.85406575207075	9272073.0	9152394.0	98.71	119679.0	1.29	p1k_00353_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9272073.0	0.0	20-40	49.0	18.33312618483621	39.47279286951257	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	9288520	3115857	9288520	371540800	1081936	366115623	1.4601833768996568	0.0365	0.4504	0.5131
p1k_00354	8489120	6671984	8768	175726	0	0	0	0	138438	0	0	0	0	756934	423891	313379	78.59453041069038	8489120.0	8313394.0	97.93	175726.0	2.07	p1k_00354_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8489120.0	0.0	20-40	50.0	20.313370139128125	39.51417343611588	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	8508880	2837313	8508880	340355200	1165027	335238107	1.5034566829006872	0.0389	0.451	0.5101
p1k_00355	7291667	5828763	5452	132821	0	0	0	0	113903	0	0	0	0	597035	327068	286625	79.93731748857978	7291667.0	7158846.0	98.18	132821.0	1.82	p1k_00355_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7291667.0	0.0	20-40	50.0	20.42410610160553	39.53267325564922	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	7308104	2120703	7308104	292324160	258226	289167989	1.079681884658456	0.0394	0.4446	0.516
p1k_00356	7826128	6157988	328	145622	0	0	0	0	125937	0	0	0	0	681068	421490	293695	78.68498956316584	7826128.0	7680506.0	98.14	145622.0	1.86	p1k_00356_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7826128.0	0.0	20-40	49.0	20.13282097917155	39.47285260348412	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	7843330	2745948	7843330	313733200	270603	309924195	1.2140905074757786	0.0433	0.4411	0.5156
p1k_00357	5828647	4267254	75012	88445	0	0	0	0	112148	0	0	0	0	751515	330919	203354	73.21174193599303	5828647.0	5740202.0	98.48	88445.0	1.52	p1k_00357_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5828647.0	0.0	20-40	50.0	23.68849984104323	39.573852559607744	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	5838756	1710578	5838756	233550240	170001	231060618	1.065989912919807	0.048	0.4655	0.4865
p1k_00358	12414880	9704682	89511	176570	0	0	0	0	83484	0	0	0	0	1325620	593370	441643	78.16976080316523	12414880.0	12238310.0	98.58	176570.0	1.42	p1k_00358_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12414880.0	0.0	20-40	49.0	14.429148314851762	39.52637206320158	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	12447329	3658045	12447329	497893160	357400	492567202	1.069698969152338	0.0386	0.4462	0.5152
p1k_00359	6393882	4592619	31503	90161	0	0	0	0	74319	0	0	0	0	961947	399719	243614	71.82833527425123	6393882.0	6303721.0	98.59	90161.0	1.41	p1k_00359_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6393882.0	0.0	20-40	49.0	17.916147878549225	39.48204392886825	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	6401157	2057982	6401157	256046280	748912	252497886	1.3858408722048217	0.0594	0.4581	0.4825
p1k_00360	11458657	9004996	62737	199851	0	0	0	0	70664	0	0	0	0	1074272	555880	490257	78.58683613620688	11458657.0	11258806.0	98.26	199851.0	1.74	p1k_00360_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11458657.0	0.0	20-40	50.0	14.281242266467968	39.491883211095335	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11499813	3516354	11499813	459992520	2454087	452782990	1.5673146163333267	0.0422	0.4215	0.5363
p1k_00361	6409073	2394642	2999202	80540	0	0	0	0	105408	0	0	0	0	445096	227526	156659	37.363312915924034	6409073.0	6328533.0	98.74	80540.0	1.26	p1k_00361_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6409073.0	0.0	20-40	51.0	12.419586531722173	39.5100007442574	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	6415979	2084549	6415979	256639160	564443	253273411	1.3114713280701198	0.0359	0.2347	0.7293
p1k_00362	6545363	4574836	63035	114411	0	0	0	0	113557	0	0	0	0	976027	406494	297003	69.89430532729813	6545363.0	6430952.0	98.25	114411.0	1.75	p1k_00362_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6545363.0	0.0	20-40	50.0	17.005404955198237	39.56025708581785	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	6552965	1961229	6552965	262118600	196910	259235011	1.1001085005032072	0.0668	0.4151	0.5181
p1k_00363	12429769	9132047	60904	211526	0	0	0	0	56055	0	0	0	0	1880238	726536	362463	73.46916101176136	12429769.0	12218243.0	98.3	211526.0	1.7	p1k_00363_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12429769.0	0.0	20-40	48.0	13.432751300526007	39.52136013147147	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	12471430	3682529	12471430	498857200	256381	493561078	1.061650909318338	0.0451	0.5073	0.4475
p1k_00364	7238904	5488060	31654	127884	0	0	0	0	58254	0	0	0	0	887626	382165	263261	75.81341042787693	7238904.0	7111020.0	98.23	127884.0	1.77	p1k_00364_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7238904.0	0.0	20-40	49.0	19.286373579325552	39.53054979041026	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	7263017	2283807	7263017	290520680	1148334	286328702	1.4429189687976771	0.0426	0.4686	0.4888
p1k_00365	8478984	6113734	417184	158464	0	0	0	0	31869	0	0	0	0	916625	482282	358826	72.10455875373748	8478984.0	8320520.0	98.13	158464.0	1.87	p1k_00365_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8478984.0	0.0	20-40	49.0	15.5581283704914	39.50875057672004	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	8506309	2742773	8506309	340252360	1361743	335191039	1.487519733882228	0.0461	0.4149	0.539
p1k_00366	7876928	6027271	43678	120885	0	0	0	0	61330	0	0	0	0	828426	440184	355154	76.51804104341184	7876928.0	7756043.0	98.47	120885.0	1.53	p1k_00366_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7876928.0	0.0	20-40	50.0	17.040964798523174	39.57375197538939	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	7896995	2542690	7896995	315879800	981742	311479925	1.3928953355042013	0.044	0.4271	0.529
p1k_00367	10298251	7394375	476140	194403	0	0	0	0	93319	0	0	0	0	914181	699016	526817	71.80224098247363	10298251.0	10103848.0	98.11	194403.0	1.89	p1k_00367_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10298251.0	0.0	20-40	49.0	13.114921104067742	39.50964255969291	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	10325543	3101183	10325543	413021720	212916	408583029	1.074687064883658	0.0458	0.3934	0.5608
p1k_00368	10432411	7865728	66564	178480	0	0	0	0	95133	0	0	0	0	974805	688534	563167	75.39702950736891	10432411.0	10253931.0	98.29	178480.0	1.71	p1k_00368_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10432411.0	0.0	20-40	50.0	14.06778349256606	39.56826480475127	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	10459016	3149835	10459016	418360640	221490	413841408	1.0802239904786457	0.0455	0.4015	0.553
p1k_00369	7572122	6021394	28705	104276	0	0	0	0	43610	0	0	0	0	731137	392533	250467	79.52056239981343	7572122.0	7467846.0	98.62	104276.0	1.38	p1k_00369_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7572122.0	0.0	20-40	49.0	20.077764441928306	39.47723082116215	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	7584483	2630477	7584483	303379320	218135	299735671	1.2010208869872872	0.0365	0.4491	0.5145
p1k_00370	9501851	7243678	463581	133836	0	0	0	0	36929	0	0	0	0	894568	409520	319739	76.23438843652673	9501851.0	9368015.0	98.59	133836.0	1.41	p1k_00370_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9501851.0	0.0	20-40	51.0	19.810449845589616	39.5795463431283	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	9514777	2784548	9514777	380591080	261804	376589307	1.0514626354353864	0.0323	0.4248	0.5429
p1k_00371	9446942	7477791	76148	176709	0	0	0	0	18638	0	0	0	0	896281	428984	372391	79.15567810197204	9446942.0	9270233.0	98.13	176709.0	1.87	p1k_00371_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9446942.0	0.0	20-40	51.0	16.847945790665317	39.56713876299865	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	9461225	2824967	9461225	378449000	279886	374351235	1.082778657097786	0.0412	0.3818	0.577
p1k_00372	9341381	7151746	406832	155048	0	0	0	0	36132	0	0	0	0	780415	412481	398727	76.55983628116655	9341381.0	9186333.0	98.34	155048.0	1.66	p1k_00372_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9341381.0	0.0	20-40	50.0	16.013434949413693	39.52178237885811	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	9353870	2790381	9353870	374154800	268013	370122141	1.0778049620103765	0.0393	0.364	0.5967
p1k_00373	9014214	7158229	60997	125403	0	0	0	0	21687	0	0	0	0	820661	444235	383002	79.41046218782914	9014214.0	8888811.0	98.61	125403.0	1.39	p1k_00373_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9014214.0	0.0	20-40	50.0	16.975347071209853	39.52118143634043	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	9026578	2699524	9026578	361063120	258413	357154462	1.082541468095661	0.0438	0.3858	0.5704
p1k_00374	7403760	5712190	241392	113313	0	0	0	0	20755	0	0	0	0	655287	350957	309866	77.15255491804164	7403760.0	7290447.0	98.47	113313.0	1.53	p1k_00374_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7403760.0	0.0	20-40	50.0	18.068669598870027	39.52001699136655	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	7414007	2208840	7414007	296560280	208807	293368160	1.076381503281559	0.0434	0.3758	0.5808
